age,workclass,fnlwgt,education_num,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,education_level,occupation_grouped,native_region,age_group
35,private,194809,7,divorced or separated,single,white,female,0,0,40,<=50k,secondary,blue collar,north america,26-35
52,self-employed,89041,14,married,male spouse,white,male,15024,0,60,>50k,tertiary,white collar,north america,46-60
37,unknown,299090,9,divorced or separated,single,white,female,0,0,30,<=50k,secondary-school graduate,unknown,north america,36-45
18,private,159561,7,single,child,white,male,0,0,20,<=50k,secondary,blue collar,north america,<18
37,private,236328,6,married,male spouse,white,male,0,0,48,<=50k,secondary,blue collar,north america,36-45
46,private,269045,15,married,male spouse,black,male,0,0,40,>50k,tertiary,white collar,north america,46-60
25,unknown,196627,7,single,child,white,male,0,0,40,<=50k,secondary,unknown,north america,18-25
47,government,323798,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,46-60
55,private,463072,13,married,male spouse,white,male,0,0,60,>50k,tertiary,white collar,north america,46-60
32,private,199655,10,married,female spouse,other,female,0,1740,40,<=50k,some college,white collar,other,26-35
25,self-employed,98756,10,divorced or separated,child,white,female,0,0,50,<=50k,some college,white collar,north america,18-25
50,government,161075,9,widowed,single,black,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
18,private,192485,8,single,child,black,male,0,0,20,<=50k,secondary,blue collar,north america,<18
25,private,201579,5,single,single,white,male,0,0,40,<=50k,secondary,blue collar,north america,18-25
23,private,117606,13,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,18-25
51,unknown,177487,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,unknown,north america,46-60
47,self-employed,237731,9,married,male spouse,white,male,2829,0,65,<=50k,secondary-school graduate,blue collar,north america,46-60
37,private,60313,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
37,private,270059,10,divorced or separated,single,white,female,25236,0,25,>50k,some college,white collar,north america,36-45
27,private,169958,3,single,child,white,male,0,0,40,<=50k,primary,blue collar,other,26-35
19,private,240686,7,single,child,white,female,0,0,25,<=50k,secondary,white collar,north america,18-25
52,government,124793,8,married,male spouse,white,male,0,0,40,<=50k,secondary,blue collar,north america,46-60
25,self-employed,113948,11,married,female spouse,white,female,0,0,45,<=50k,associate,service,north america,18-25
17,unknown,241021,8,single,child,other,female,0,0,40,<=50k,secondary,unknown,north america,<18
21,private,147655,9,single,child,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,18-25
41,self-employed,38876,11,married,male spouse,white,male,0,0,60,<=50k,associate,blue collar,north america,36-45
55,private,117299,9,married,male spouse,white,male,7688,0,40,>50k,secondary-school graduate,blue collar,north america,46-60
20,unknown,114813,6,divorced or separated,single,white,female,0,0,40,<=50k,secondary,unknown,north america,18-25
24,private,136310,10,married,male spouse,white,male,0,0,40,<=50k,some college,white collar,north america,18-25
41,government,153132,13,married,male spouse,white,male,0,0,38,>50k,tertiary,white collar,north america,36-45
23,private,197552,10,single,child,white,female,0,0,35,<=50k,some college,white collar,north america,18-25
33,private,69748,9,married,female spouse,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,26-35
29,private,175738,13,single,single,white,female,0,0,45,>50k,tertiary,white collar,north america,26-35
50,government,78649,10,married or separated,single,american indian or eskimo,female,0,0,40,<=50k,some college,white collar,north america,46-60
37,self-employed,188774,7,married or separated,single,white,male,0,0,60,<=50k,secondary,white collar,other,36-45
48,private,155659,11,married,male spouse,white,male,7688,0,40,>50k,associate,blue collar,north america,46-60
19,government,215891,10,single,child,white,female,0,0,10,<=50k,some college,white collar,north america,18-25
40,private,144928,10,divorced or separated,single,white,male,0,0,40,<=50k,some college,blue collar,north america,36-45
30,private,33688,9,single,single,white,female,0,1669,70,<=50k,secondary-school graduate,blue collar,north america,26-35
65,private,262446,7,married,male spouse,white,male,0,0,20,<=50k,secondary,service,north america,61-75
44,government,191295,13,married,male spouse,black,male,0,0,48,<=50k,tertiary,white collar,north america,36-45
32,private,279173,13,divorced or separated,single,white,male,0,0,45,<=50k,tertiary,white collar,north america,26-35
41,private,153031,10,married,male spouse,white,male,0,0,65,>50k,some college,white collar,north america,36-45
28,private,202239,4,married,male spouse,white,male,0,0,55,<=50k,primary,white collar,north america,26-35
44,government,469454,11,married,male spouse,white,male,7298,0,48,>50k,associate,service,north america,36-45
39,government,164156,12,divorced or separated,single,white,female,0,0,55,<=50k,associate,service,north america,36-45
59,private,196482,9,widowed,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
31,private,176185,14,married,male spouse,white,male,0,0,60,>50k,tertiary,white collar,europe,26-35
34,private,287315,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
20,private,117210,9,single,child,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
33,private,41610,13,married,male spouse,white,male,0,0,40,<=50k,tertiary,white collar,north america,26-35
52,private,160703,16,married,male spouse,white,male,0,0,65,>50k,tertiary,white collar,north america,46-60
31,private,80511,12,divorced or separated,single,white,female,0,0,44,<=50k,associate,white collar,north america,26-35
39,private,219155,9,married,male spouse,white,male,0,0,43,<=50k,secondary-school graduate,blue collar,north america,36-45
35,private,106347,9,married,male spouse,white,male,0,0,45,<=50k,secondary-school graduate,white collar,north america,26-35
37,self-employed,68899,9,married,male spouse,white,male,0,2129,40,<=50k,secondary-school graduate,blue collar,north america,36-45
44,self-employed,163985,15,married,male spouse,white,male,0,0,32,>50k,tertiary,white collar,north america,36-45
28,private,270887,12,single,single,white,male,0,0,65,<=50k,associate,white collar,north america,26-35
17,private,205726,7,single,child,white,female,0,0,15,<=50k,secondary,white collar,north america,<18
23,private,218899,13,single,child,white,female,0,0,60,<=50k,tertiary,white collar,north america,18-25
35,private,186183,9,married,male spouse,white,male,15024,0,80,>50k,secondary-school graduate,blue collar,north america,26-35
19,private,248749,10,single,child,white,male,0,0,20,<=50k,some college,white collar,north america,18-25
30,private,197558,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
27,private,176514,13,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
29,unknown,116820,9,single,child,white,male,0,0,50,<=50k,secondary-school graduate,unknown,north america,26-35
27,private,128730,11,single,single,white,male,10520,0,65,>50k,associate,white collar,europe,26-35
37,private,215503,9,married,male spouse,white,male,4386,0,45,>50k,secondary-school graduate,white collar,north america,36-45
44,private,226129,11,married,male spouse,white,male,0,0,50,>50k,associate,white collar,north america,36-45
34,private,175856,13,married,male spouse,white,male,3103,0,55,>50k,tertiary,white collar,north america,26-35
43,private,281138,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
41,private,98061,9,divorced or separated,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
34,self-employed,260560,9,single,single,white,male,0,0,50,<=50k,secondary-school graduate,blue collar,north america,26-35
23,private,289909,10,single,single,white,male,0,0,45,<=50k,some college,white collar,north america,18-25
51,private,59590,9,married,female spouse,white,female,0,0,20,<=50k,secondary-school graduate,white collar,north america,46-60
24,private,236769,12,single,child,white,male,0,0,40,<=50k,associate,white collar,north america,18-25
38,self-employed,423616,9,married,female spouse,white,female,0,0,24,>50k,secondary-school graduate,white collar,north america,36-45
24,private,291407,9,married,male spouse,black,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
53,self-employed,100029,16,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,46-60
33,private,204494,10,married,male spouse,white,male,0,0,56,>50k,some college,white collar,north america,26-35
24,private,201680,9,single,child,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
45,private,154308,14,married,male spouse,black,male,0,0,40,>50k,tertiary,white collar,north america,36-45
31,private,150324,7,divorced or separated,single,white,male,0,0,50,<=50k,secondary,blue collar,north america,26-35
38,government,331609,10,widowed,single,black,female,0,0,47,<=50k,some college,blue collar,north america,36-45
28,private,100829,13,married,female spouse,white,female,0,0,50,>50k,tertiary,white collar,north america,26-35
38,private,203169,11,married,male spouse,white,male,0,0,50,>50k,associate,blue collar,north america,36-45
25,private,122075,13,single,single,white,male,0,0,50,<=50k,tertiary,white collar,north america,18-25
29,private,178778,10,single,single,white,male,0,0,40,<=50k,some college,service,north america,26-35
29,private,276345,9,single,single,white,female,0,0,50,<=50k,secondary-school graduate,white collar,north america,26-35
48,private,233511,9,married,male spouse,white,male,0,0,50,>50k,secondary-school graduate,blue collar,north america,46-60
24,private,289448,11,single,child,asian or pacific islander,female,0,0,40,<=50k,associate,white collar,asia,18-25
31,private,173350,9,single,single,white,female,0,0,30,<=50k,secondary-school graduate,service,north america,26-35
36,private,130589,10,divorced or separated,single,white,male,0,0,45,<=50k,some college,white collar,north america,36-45
62,private,94318,13,married,male spouse,white,male,0,0,50,>50k,tertiary,white collar,north america,61-75
25,private,297531,13,single,child,white,female,0,0,40,<=50k,tertiary,white collar,north america,18-25
55,private,129762,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
21,private,182614,10,single,extended relative,white,female,0,0,40,<=50k,some college,white collar,europe,18-25
60,private,120067,5,married,male spouse,white,male,0,0,45,<=50k,secondary,blue collar,north america,46-60
41,private,182370,12,divorced or separated,child,white,male,0,0,40,<=50k,associate,blue collar,north america,36-45
43,government,60949,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,36-45
30,private,190511,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,blue collar,north america,26-35
47,private,188195,10,married,male spouse,white,male,0,0,40,<=50k,some college,white collar,north america,46-60
50,private,89534,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
41,self-employed,125831,9,married,male spouse,white,male,0,1887,55,>50k,secondary-school graduate,white collar,north america,36-45
23,private,183358,9,single,single,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
38,unknown,75024,4,divorced or separated,single,white,female,0,0,40,<=50k,primary,unknown,north america,36-45
30,private,251120,12,single,single,white,male,0,0,40,<=50k,associate,white collar,europe,26-35
